SmartCar Status Information,CarNum,TireFL,TireFR,TireBL,TireBR,LightFL,LightFR,LightBL,LightBR,EngineInfo,BreakInfo,BatteryInfo
20230102121024,N0002,95,76,97,84,1,1,1,1,B,A,96
20230102121028,N0002,86,90,91,89,1,1,1,1,B,A,95
20230102121032,N0002,81,73,91,82,1,1,1,1,A,A,79
20230102121036,N0002,100,99,93,84,1,1,1,1,A,B,96
20230102121040,N0002,90,90,100,73,1,1,1,1,A,A,94
20230102121044,N0002,100,74,71,87,1,1,1,1,A,A,88
20230102121048,N0002,84,98,87,86,1,1,1,1,A,A,81
20230102121052,N0002,86,89,73,82,1,1,1,1,A,B,97
20230102121056,N0002,77,86,77,89,1,1,1,1,A,A,97
20230102121100,N0002,98,99,94,91,1,1,1,1,B,A,85
20230102121104,N0002,95,97,74,88,1,1,1,1,A,A,92
20230102121108,N0002,82,74,99,99,1,1,1,1,A,A,96
20230102121112,N0002,89,91,99,97,1,1,1,1,A,B,93
20230102121116,N0002,90,95,100,89,1,1,1,1,A,A,92
20230102121120,N0002,82,74,87,82,1,1,1,1,A,A,89
20230102121124,N0002,87,94,85,99,1,1,1,1,A,A,82
20230102121128,N0002,84,82,100,82,1,1,1,1,A,A,94
20230102121132,N0002,99,82,81,84,1,1,1,1,A,A,96
20230102121136,N0002,94,80,86,81,1,1,1,1,B,B,89
20230102121140,N0002,99,97,86,92,1,1,1,1,A,A,100
20230102121144,N0002,83,83,86,93,1,1,1,1,A,A,87
20230102120332,Y0003,86,83,100,72,1,1,1,1,B,C,94
20230102121148,N0002,82,74,84,100,1,1,1,1,A,A,91
20230102120336,Y0003,70,73,88,100,1,1,1,1,B,C,86
20230102121152,N0002,90,87,94,90,1,1,1,1,A,A,86
20230102120340,Y0003,90,100,76,76,1,1,1,1,A,C,87
20230102121156,N0002,94,89,86,72,1,1,1,1,A,B,84
20230102120344,Y0003,86,97,80,90,1,1,1,1,A,C,94
20230102121200,N0002,93,97,85,100,1,1,1,1,A,A,95
20230102120348,Y0003,72,88,74,88,1,1,1,1,A,C,83
20230102121204,N0002,85,75,72,86,1,1,1,1,B,A,52
20230102120352,Y0003,81,72,79,83,1,1,1,1,A,C,87
20230102121208,N0002,98,96,74,93,1,1,1,1,A,A,96
20230102120356,Y0003,96,95,100,94,1,1,1,1,A,C,98
20230102121212,N0002,84,93,73,76,1,1,1,1,A,A,82
20230102120400,Y0003,95,82,97,89,1,1,1,1,A,C,100
20230102121216,N0002,100,84,81,97,1,1,1,1,A,A,54
20230102120404,Y0003,73,94,92,91,1,1,1,1,B,C,57
20230102121220,N0002,83,86,96,95,1,1,1,1,A,A,64
20230102120408,Y0003,100,79,84,80,1,1,1,1,A,C,87
20230102121224,N0002,70,91,81,88,1,1,1,1,A,A,62
20230102120412,Y0003,84,83,74,90,1,1,1,1,A,C,85
20230102121228,N0002,91,90,77,75,1,1,1,1,B,A,95
20230102120416,Y0003,83,79,84,70,1,1,1,1,B,C,97
20230102121232,N0002,93,90,74,83,1,1,1,1,A,B,62
20230102120420,Y0003,91,83,82,96,1,1,1,1,A,C,57
20230102121236,N0002,95,95,90,98,1,1,1,1,A,A,100
20230102120424,Y0003,95,93,92,95,1,1,1,1,B,C,77
20230102121240,N0002,94,76,74,71,1,1,1,1,A,B,90
20230102120428,Y0003,81,83,91,100,1,1,1,1,B,C,92
20230102121244,N0002,80,94,90,86,1,1,1,1,A,A,97
20230102120432,Y0003,90,97,95,93,1,1,1,1,A,C,89
20230102121248,N0002,91,91,90,96,1,1,1,1,A,A,82
20230102120436,Y0003,86,100,83,83,1,1,1,1,A,C,89
20230102121252,N0002,78,71,94,80,1,1,1,1,A,A,96
20230102120440,Y0003,78,86,99,89,1,1,1,1,A,C,96
20230102121256,N0002,74,98,80,97,1,1,1,1,A,A,89
20230102120444,Y0003,95,95,70,84,1,1,1,1,A,C,94
20230102121300,N0002,70,87,74,88,1,1,1,1,A,A,94
20230102120448,Y0003,96,89,87,96,1,1,1,1,B,C,74
20230102121304,N0002,99,99,79,86,1,1,1,1,A,A,98
20230102120452,Y0003,86,91,93,85,1,1,1,1,B,C,88
20230102121308,N0002,72,99,80,99,1,1,1,1,A,A,81
20230102120456,Y0003,87,89,85,99,1,1,1,1,A,C,96
20230102121312,N0002,72,88,82,70,1,1,1,1,B,A,93
20230102120500,Y0003,90,98,98,85,1,1,1,1,A,C,81
20230102120504,Y0003,82,86,82,84,1,1,1,1,A,C,86
20230102121316,N0002,90,88,76,97,1,1,1,1,A,A,91
20230102120508,Y0003,85,94,80,88,1,1,1,1,A,C,65
20230102121320,N0002,86,94,98,97,1,1,1,1,A,A,96
20230102120512,Y0003,100,85,89,97,1,1,1,1,A,C,84
20230102121324,N0002,91,86,87,97,1,1,1,1,B,A,90
20230102121328,N0002,93,82,72,71,1,1,1,1,A,A,97
20230102121332,N0002,80,74,99,75,1,1,1,1,A,A,100
20230102121336,N0002,94,84,85,84,1,1,1,1,B,B,83
20230102120516,Y0003,99,95,91,81,1,1,1,1,B,C,94
20230102121340,N0002,92,91,89,86,1,1,1,1,A,A,87
20230102120520,Y0003,89,98,96,79,1,1,1,1,A,C,94
20230102121344,N0002,86,72,94,98,1,1,1,1,A,A,91
20230102120524,Y0003,94,80,95,84,1,1,1,1,A,C,88
20230102121348,N0002,92,91,93,79,1,1,1,1,A,A,100
20230102120528,Y0003,83,73,83,80,1,1,1,1,A,C,80
20230102121352,N0002,90,98,89,94,1,1,1,1,A,A,92
20230102120532,Y0003,77,81,85,89,1,1,1,1,B,C,86
20230102121356,N0002,94,100,70,78,1,1,1,1,A,B,93
20230102121400,N0002,85,84,94,100,1,1,1,1,B,A,82
20230102121404,N0002,81,97,80,82,1,1,1,1,A,A,85
20230102120536,Y0003,94,81,71,96,1,1,1,1,B,C,90
20230102120240,L0001,72,86,92,85,1,1,1,1,A,A,91
20230102120540,Y0003,70,91,82,77,1,1,1,1,A,C,82
20230102120544,Y0003,97,84,96,72,1,1,1,1,A,C,51
20230102120548,Y0003,99,97,80,89,1,1,1,1,A,C,92
20230102120244,L0001,91,90,100,94,1,1,1,1,A,B,86
20230102120552,Y0003,96,92,93,94,1,1,1,1,A,C,97
20230102120556,Y0003,72,79,86,97,1,1,1,1,A,C,86
20230102120600,Y0003,87,91,89,95,1,1,1,1,A,C,82
20230102121408,N0002,75,80,80,73,1,1,1,1,A,A,97
20230102120604,Y0003,91,82,94,84,1,1,1,1,A,C,88
20230102121412,N0002,93,84,76,96,1,1,1,1,B,B,85
20230102121416,N0002,83,82,75,98,1,1,1,1,B,A,91
20230102121420,N0002,99,94,75,96,1,1,1,1,A,B,95
20230102121424,N0002,81,84,84,90,1,1,1,1,B,A,90
20230102121428,N0002,100,94,90,85,1,1,1,1,A,A,80
20230102120608,Y0003,84,80,74,77,1,1,1,1,A,C,89
20230102120248,L0001,70,89,80,85,1,1,1,1,B,A,93
20230102120612,Y0003,86,77,70,88,1,1,1,1,A,C,95
20230102121432,N0002,94,92,73,76,1,1,1,1,A,A,84
20230102120616,Y0003,85,83,86,80,1,1,1,1,B,C,94
20230102120620,Y0003,81,82,70,100,1,1,1,1,B,C,94
20230102120624,Y0003,100,78,85,80,1,1,1,1,A,C,84
20230102120628,Y0003,81,100,78,89,1,1,1,1,A,C,85
20230102120632,Y0003,87,72,96,93,1,1,1,1,A,C,91
20230102120636,Y0003,96,84,78,88,1,1,1,1,B,C,92
20230102120640,Y0003,75,86,95,95,1,1,1,1,A,C,81
20230102120644,Y0003,75,95,74,96,1,1,1,1,A,C,52
20230102120252,L0001,89,96,91,79,1,1,1,1,A,A,98
20230102120648,Y0003,99,85,92,70,1,1,1,1,B,C,88
20230102120256,L0001,71,98,92,87,1,1,1,1,B,A,91
20230102120652,Y0003,97,85,86,100,1,1,1,1,A,C,80
20230102120300,L0001,84,74,87,92,1,1,1,1,A,A,94
20230102120656,Y0003,84,87,95,82,1,1,1,1,A,C,59
20230102120304,L0001,91,89,83,89,1,1,1,1,B,A,92
20230102121436,N0002,74,96,88,88,1,1,1,1,B,A,85
20230102120308,L0001,92,96,97,80,1,1,1,1,A,A,95
20230102121440,N0002,93,100,71,75,1,1,1,1,A,A,66
20230102120700,Y0003,80,94,84,96,1,1,1,1,A,C,86
20230102121444,N0002,75,98,89,94,1,1,1,1,A,B,93
20230102121448,N0002,82,75,82,89,1,1,1,1,B,A,100
20230102121452,N0002,99,98,72,99,1,1,1,1,A,B,94
20230102121456,N0002,85,95,85,87,1,1,1,1,B,A,90
20230102120704,Y0003,91,92,74,86,1,1,1,1,A,C,98
20230102121500,N0002,93,77,97,94,1,1,1,1,B,A,98
20230102121504,N0002,98,94,92,80,1,1,1,1,A,A,94
20230102120312,L0001,93,88,100,94,1,1,1,1,A,A,97
20230102120708,Y0003,74,90,80,84,1,1,1,1,A,C,89
20230102120316,L0001,78,91,90,79,1,1,1,1,A,A,92
20230102120320,L0001,84,83,99,81,1,1,1,1,A,A,95
20230102120324,L0001,82,84,77,77,1,1,1,1,A,A,82
20230102120328,L0001,91,89,95,100,1,1,1,1,A,A,94
20230102121508,N0002,99,92,81,93,1,1,1,1,A,A,82
20230102120332,L0001,96,95,86,82,1,1,1,1,A,B,80
20230102121512,N0002,86,72,93,99,1,1,1,1,B,A,69
20230102120712,Y0003,85,79,93,83,1,1,1,1,A,C,96
20230102121516,N0002,80,83,76,96,1,1,1,1,B,A,89
20230102120716,Y0003,96,79,86,100,1,1,1,1,A,C,95
20230102120720,Y0003,99,76,75,73,1,1,1,1,A,C,81
20230102120724,Y0003,89,98,100,92,1,1,1,1,B,C,99
20230102120336,L0001,74,99,99,91,1,1,1,1,A,A,66
20230102120728,Y0003,94,96,82,76,1,1,1,1,A,C,97
20230102120340,L0001,76,80,84,70,1,1,1,1,A,A,63
20230102120344,L0001,72,91,85,96,1,1,1,1,A,A,94
20230102120348,L0001,82,82,86,99,1,1,1,1,A,A,87
20230102121520,N0002,75,73,98,74,1,1,1,1,B,A,97
20230102120352,L0001,81,93,77,94,1,1,1,1,A,A,92
20230102120356,L0001,86,77,92,90,1,1,1,1,A,A,93
20230102120400,L0001,99,92,71,88,1,1,1,1,A,A,57
20230102120404,L0001,72,88,89,77,1,1,1,1,A,A,94
20230102120408,L0001,80,87,71,72,1,1,1,1,A,A,84
20230102121524,N0002,90,96,83,98,1,1,1,1,B,B,100
20230102120732,Y0003,80,92,98,100,1,1,1,1,A,C,57
20230102121528,N0002,96,81,99,89,1,1,1,1,A,A,84
20230102120412,L0001,100,94,82,98,1,1,1,1,A,B,80
20230102120736,Y0003,71,96,100,92,1,1,1,1,A,C,99
20230102120416,L0001,84,77,85,88,1,1,1,1,A,B,86
20230102120420,L0001,75,100,84,72,1,1,1,1,A,A,84
20230102120424,L0001,96,90,80,82,1,1,1,1,A,A,91
20230102120428,L0001,78,80,73,89,1,1,1,1,B,B,74
20230102120740,Y0003,83,77,80,76,1,1,1,1,B,C,93
20230102121532,N0002,91,95,100,89,1,1,1,1,A,B,96
20230102120744,Y0003,90,93,85,74,1,1,1,1,B,C,99
20230102120748,Y0003,88,93,97,96,1,1,1,1,A,C,96
20230102120432,L0001,93,84,83,73,1,1,1,1,A,A,88
20230102120752,Y0003,85,75,82,81,1,1,1,1,A,C,95
20230102120756,Y0003,93,94,70,90,1,1,1,1,B,C,85
20230102120800,Y0003,87,75,83,88,1,1,1,1,A,C,100
20230102120804,Y0003,97,84,86,72,1,1,1,1,A,C,94
20230102120808,Y0003,80,98,78,89,1,1,1,1,A,C,95
20230102120436,L0001,85,79,99,93,1,1,1,1,A,A,86
20230102120812,Y0003,90,91,79,73,1,1,1,1,A,C,84
20230102121536,N0002,99,91,99,96,1,1,1,1,A,A,84
20230102120816,Y0003,77,79,95,81,1,1,1,1,A,C,93
20230102120440,L0001,88,96,96,91,1,1,1,1,A,A,99
20230102120820,Y0003,74,97,96,91,1,1,1,1,A,C,91
20230102121540,N0002,89,88,88,86,1,1,1,1,A,A,88
20230102120444,L0001,86,94,91,89,1,1,1,1,A,A,98
20230102120824,Y0003,84,79,81,97,1,1,1,1,A,C,90
20230102120448,L0001,91,83,85,70,1,1,1,1,A,A,100
20230102121544,N0002,79,96,78,85,1,1,1,1,A,A,99
20230102120452,L0001,83,70,70,77,1,1,1,1,A,A,99
20230102120828,Y0003,97,88,91,94,1,1,1,1,A,C,82
20230102121548,N0002,77,100,88,70,1,1,1,1,B,B,94
20230102120456,L0001,90,86,88,90,1,1,1,1,A,A,82
20230102121552,N0002,86,92,94,87,1,1,1,1,B,A,89
20230102120832,Y0003,91,88,91,71,1,1,1,1,A,C,82
20230102120500,L0001,82,97,71,93,1,1,1,1,B,A,100
20230102120836,Y0003,99,75,92,72,1,1,1,1,A,C,96
20230102120840,Y0003,98,70,97,92,1,1,1,1,A,C,85
20230102120844,Y0003,93,97,94,90,1,1,1,1,B,C,54
20230102120848,Y0003,93,82,83,89,1,1,1,1,A,C,94
20230102120852,Y0003,92,75,93,93,1,1,1,1,B,C,87
20230102120856,Y0003,88,80,83,91,1,1,1,1,A,C,96
20230102120900,Y0003,91,80,81,99,1,1,1,1,B,C,91
20230102120904,Y0003,82,93,100,73,1,1,1,1,B,C,92
20230102120908,Y0003,73,95,81,99,1,1,1,1,A,C,89
20230102120912,Y0003,96,77,87,95,1,1,1,1,A,C,82
20230102120916,Y0003,95,83,83,81,1,1,1,1,A,C,96
20230102120920,Y0003,85,91,95,80,1,1,1,1,A,C,68
20230102120924,Y0003,81,83,90,96,1,1,1,1,A,C,94
20230102120928,Y0003,87,91,100,84,1,1,1,1,A,C,83
20230102120932,Y0003,97,93,99,72,1,1,1,1,A,C,81
20230102120936,Y0003,72,99,74,86,1,1,1,1,A,C,86
20230102120940,Y0003,96,74,88,84,1,1,1,1,B,C,85
20230102120944,Y0003,72,93,92,72,1,1,1,1,A,C,85
20230102120948,Y0003,98,89,92,76,1,1,1,1,A,C,89
20230102120952,Y0003,83,98,94,78,1,1,1,1,A,C,90
20230102120956,Y0003,98,97,100,95,1,1,1,1,A,C,91
20230102121000,Y0003,75,75,98,83,1,1,1,1,A,C,94
20230102121004,Y0003,70,76,91,71,1,1,1,1,A,C,88
20230102121008,Y0003,76,100,84,86,1,1,1,1,A,C,85
20230102121012,Y0003,70,72,99,97,1,1,1,1,B,C,95
20230102121016,Y0003,96,95,99,84,1,1,1,1,A,C,86
20230102121020,Y0003,81,74,80,95,1,1,1,1,A,C,100
20230102121024,Y0003,99,84,81,74,1,1,1,1,A,C,86
20230102121556,N0002,92,88,88,99,1,1,1,1,B,A,99
20230102121028,Y0003,70,86,100,88,1,1,1,1,B,C,92
20230102121600,N0002,92,91,99,90,1,1,1,1,A,A,100
20230102121604,N0002,82,97,86,81,1,1,1,1,A,A,82
20230102121608,N0002,95,93,97,98,1,1,1,1,A,A,88
20230102121612,N0002,86,81,73,80,1,1,1,1,A,A,88
20230102120504,L0001,95,98,76,79,1,1,1,1,A,A,92
20230102121616,N0002,87,88,98,96,1,1,1,1,A,A,98
20230102121620,N0002,99,80,94,87,1,1,1,1,A,A,93
20230102121624,N0002,97,78,80,97,1,1,1,1,A,A,92
20230102121628,N0002,97,83,85,76,1,1,1,1,A,A,80
20230102121632,N0002,77,94,72,71,1,1,1,1,A,A,82
20230102121636,N0002,75,95,91,70,1,1,1,1,A,A,89
20230102121640,N0002,77,91,81,97,1,1,1,1,A,A,89
20230102121032,Y0003,90,88,90,81,1,1,1,1,A,C,81
20230102121644,N0002,99,93,84,88,1,1,1,1,A,A,94
20230102121036,Y0003,88,78,87,92,1,1,1,1,A,C,92
20230102121040,Y0003,83,93,95,77,1,1,1,1,B,C,90
20230102121044,Y0003,73,70,99,90,1,1,1,1,B,C,89
20230102121048,Y0003,94,87,96,93,1,1,1,1,B,C,83
20230102120508,L0001,83,85,95,94,1,1,1,1,A,A,100
20230102121052,Y0003,98,90,88,95,1,1,1,1,A,C,97
20230102120512,L0001,84,75,90,97,1,1,1,1,A,A,96
20230102121648,N0002,72,82,98,89,1,1,1,1,B,B,70
20230102120516,L0001,96,87,85,82,1,1,1,1,A,A,98
20230102121652,N0002,97,92,91,82,1,1,1,1,A,A,90
20230102120520,L0001,90,75,72,96,1,1,1,1,A,A,83
20230102121656,N0002,94,84,86,99,1,1,1,1,A,B,95
20230102120524,L0001,84,82,98,73,1,1,1,1,B,A,97
20230102121700,N0002,79,82,83,98,1,1,1,1,A,A,93
20230102120528,L0001,97,87,100,98,1,1,1,1,A,A,86
20230102121056,Y0003,85,84,76,74,1,1,1,1,A,C,81
20230102121100,Y0003,100,81,83,89,1,1,1,1,B,C,96
20230102121104,Y0003,86,95,94,81,1,1,1,1,B,C,91
20230102121108,Y0003,88,92,83,78,1,1,1,1,A,C,87
20230102121112,Y0003,87,70,76,73,1,1,1,1,A,C,97
20230102121116,Y0003,87,79,87,77,1,1,1,1,B,C,83
20230102121120,Y0003,98,92,84,90,1,1,1,1,A,C,86
20230102121124,Y0003,87,99,88,74,1,1,1,1,A,C,87
20230102121128,Y0003,90,84,94,93,1,1,1,1,A,C,99
20230102121132,Y0003,81,99,78,85,1,1,1,1,A,C,96
20230102120532,L0001,86,70,91,87,1,1,1,1,A,A,98
20230102121136,Y0003,95,100,87,75,1,1,1,1,A,C,90
20230102121140,Y0003,100,97,94,86,1,1,1,1,B,C,80
20230102121144,Y0003,96,85,99,99,1,1,1,1,A,C,84
20230102121148,Y0003,88,74,82,79,1,1,1,1,A,C,86
20230102121152,Y0003,80,98,100,96,1,1,1,1,A,C,100
20230102120536,L0001,96,100,97,79,1,1,1,1,A,A,83
20230102121704,N0002,89,80,92,93,1,1,1,1,B,B,94
20230102120540,L0001,88,72,93,96,1,1,1,1,A,A,94
20230102121156,Y0003,86,94,98,82,1,1,1,1,B,C,89
20230102120544,L0001,97,100,80,91,1,1,1,1,A,B,90
20230102120548,L0001,95,79,82,88,1,1,1,1,A,A,87
20230102120552,L0001,77,94,83,99,1,1,1,1,A,A,84
20230102121200,Y0003,73,71,73,84,1,1,1,1,A,C,82
20230102120556,L0001,95,80,81,97,1,1,1,1,A,A,63
20230102120600,L0001,85,75,93,82,1,1,1,1,A,A,80
20230102121708,N0002,100,90,84,97,1,1,1,1,A,B,90
20230102120604,L0001,85,74,89,70,1,1,1,1,A,A,98
20230102121712,N0002,99,94,78,80,1,1,1,1,B,B,90
20230102121716,N0002,92,88,95,80,1,1,1,1,A,A,98
20230102120608,L0001,92,83,90,95,1,1,1,1,B,A,80
20230102121720,N0002,73,84,86,90,1,1,1,1,A,A,91
20230102121204,Y0003,80,94,71,85,1,1,1,1,A,C,83
20230102120612,L0001,92,71,93,89,1,1,1,1,A,A,96
20230102121724,N0002,83,83,95,92,1,1,1,1,A,A,99
20230102121728,N0002,92,78,85,84,1,1,1,1,A,A,84
20230102121732,N0002,91,100,98,83,1,1,1,1,B,A,81
20230102121208,Y0003,94,83,84,93,1,1,1,1,B,C,90
20230102121736,N0002,99,73,75,94,1,1,1,1,A,A,89
20230102121212,Y0003,87,91,92,82,1,1,1,1,A,C,55
20230102121740,N0002,96,82,92,89,1,1,1,1,A,B,96
20230102121216,Y0003,93,95,76,79,1,1,1,1,A,C,85
20230102121744,N0002,91,75,85,85,1,1,1,1,A,A,98
20230102121220,Y0003,94,87,98,88,1,1,1,1,A,C,92
20230102121748,N0002,72,80,83,86,1,1,1,1,A,A,93
20230102121224,Y0003,84,87,85,94,1,1,1,1,A,C,70
20230102121752,N0002,93,85,86,89,1,1,1,1,B,A,84
20230102121228,Y0003,93,93,80,99,1,1,1,1,B,C,84
20230102121756,N0002,100,86,100,88,1,1,1,1,A,B,52
20230102121232,Y0003,98,88,74,92,1,1,1,1,A,C,98
20230102121236,Y0003,76,100,94,86,1,1,1,1,A,C,88
20230102121800,N0002,92,88,90,88,1,1,1,1,A,A,87
20230102121240,Y0003,90,98,83,90,1,1,1,1,A,C,90
20230102121244,Y0003,88,80,97,89,1,1,1,1,B,C,95
20230102121804,N0002,84,88,84,91,1,1,1,1,B,A,98
20230102121248,Y0003,100,83,94,96,1,1,1,1,A,C,83
20230102121808,N0002,87,84,84,88,1,1,1,1,A,B,89
20230102121252,Y0003,96,93,87,93,1,1,1,1,B,C,82
20230102120616,L0001,70,97,100,97,1,1,1,1,A,A,84
20230102121256,Y0003,90,97,94,77,1,1,1,1,A,C,92
20230102120620,L0001,92,89,84,98,1,1,1,1,B,A,100
20230102120624,L0001,86,97,88,94,1,1,1,1,A,A,83
20230102120628,L0001,78,84,92,90,1,1,1,1,A,A,76
20230102121300,Y0003,90,97,74,83,1,1,1,1,A,C,90
20230102121304,Y0003,88,87,92,96,1,1,1,1,A,C,93
20230102121308,Y0003,92,99,82,92,1,1,1,1,B,C,82
20230102121312,Y0003,98,96,91,88,1,1,1,1,A,C,87
20230102121316,Y0003,94,85,80,85,1,1,1,1,A,C,88
20230102121812,N0002,75,87,86,85,1,1,1,1,A,A,86
20230102121320,Y0003,86,93,86,86,1,1,1,1,A,C,80
20230102120632,L0001,81,91,94,93,1,1,1,1,A,B,83
20230102121324,Y0003,89,80,81,87,1,1,1,1,A,C,96
20230102121328,Y0003,87,84,79,87,1,1,1,1,A,C,82
20230102121332,Y0003,92,83,82,100,1,1,1,1,B,C,86
20230102121336,Y0003,82,89,84,94,1,1,1,1,A,C,87
20230102121816,N0002,83,95,100,81,1,1,1,1,A,A,96
20230102120636,L0001,91,80,91,78,1,1,1,1,A,A,90
20230102121820,N0002,96,99,72,86,1,1,1,1,A,A,97
20230102121824,N0002,88,74,75,89,1,1,1,1,B,A,97
20230102121828,N0002,90,94,72,80,1,1,1,1,B,B,97
20230102121832,N0002,96,77,81,90,1,1,1,1,A,A,95
20230102121340,Y0003,98,75,85,72,1,1,1,1,A,C,90
20230102121836,N0002,90,98,76,70,1,1,1,1,A,A,84
20230102121344,Y0003,90,100,77,96,1,1,1,1,A,C,95
20230102121348,Y0003,90,78,96,74,1,1,1,1,A,C,81
20230102121352,Y0003,82,90,92,74,1,1,1,1,A,C,93
20230102120640,L0001,91,93,80,88,1,1,1,1,A,A,93
20230102121840,N0002,88,70,79,82,1,1,1,1,A,A,90
20230102120644,L0001,80,79,99,97,1,1,1,1,A,A,95
20230102121356,Y0003,83,81,86,70,1,1,1,1,A,C,56
20230102120648,L0001,73,95,100,83,1,1,1,1,A,A,94
20230102120652,L0001,90,87,78,85,1,1,1,1,A,B,87
20230102120656,L0001,80,77,85,99,1,1,1,1,A,B,98
20230102120700,L0001,73,81,86,87,1,1,1,1,A,A,92
20230102121400,Y0003,79,83,78,82,1,1,1,1,A,C,97
20230102120704,L0001,82,73,82,92,1,1,1,1,A,A,84
20230102121844,N0002,92,93,75,84,1,1,1,1,A,A,96
20230102120708,L0001,98,91,100,93,1,1,1,1,A,B,94
20230102121404,Y0003,81,94,97,85,1,1,1,1,A,C,55
20230102121848,N0002,83,75,84,87,1,1,1,1,A,B,82
20230102120712,L0001,85,88,87,98,1,1,1,1,B,A,83
20230102121408,Y0003,72,96,88,85,1,1,1,1,A,C,59
20230102121852,N0002,91,92,88,89,1,1,1,1,A,A,86
20230102120716,L0001,86,88,96,74,1,1,1,1,A,A,84
20230102121412,Y0003,99,77,95,91,1,1,1,1,B,C,90
20230102120720,L0001,77,75,70,98,1,1,1,1,A,A,95
20230102121856,N0002,78,91,83,80,1,1,1,1,A,B,91
20230102121416,Y0003,82,75,93,77,1,1,1,1,A,C,95
20230102120724,L0001,88,82,99,93,1,1,1,1,A,A,81
20230102121900,N0002,74,100,90,81,1,1,1,1,A,A,96
20230102120728,L0001,86,82,91,94,1,1,1,1,A,A,58
20230102121420,Y0003,82,96,100,75,1,1,1,1,A,C,97
20230102121904,N0002,93,70,80,89,1,1,1,1,A,A,97
20230102120732,L0001,94,97,80,89,1,1,1,1,B,A,98
20230102121424,Y0003,77,81,89,100,1,1,1,1,A,C,94
20230102120736,L0001,90,71,99,70,1,1,1,1,B,A,83
20230102121908,N0002,77,86,92,96,1,1,1,1,B,A,89
20230102120740,L0001,72,82,96,99,1,1,1,1,A,A,84
20230102121428,Y0003,99,95,75,84,1,1,1,1,A,C,89
20230102121912,N0002,87,92,90,83,1,1,1,1,A,A,88
20230102121916,N0002,80,100,72,85,1,1,1,1,A,B,89
20230102120744,L0001,93,73,74,82,1,1,1,1,A,B,51
20230102121920,N0002,79,88,81,91,1,1,1,1,A,A,68
20230102120748,L0001,73,74,99,70,1,1,1,1,B,B,100
20230102120752,L0001,83,88,96,79,1,1,1,1,A,A,100
20230102120756,L0001,99,73,93,89,1,1,1,1,A,A,80
20230102120800,L0001,80,92,90,89,1,1,1,1,A,A,96
20230102121432,Y0003,86,80,86,89,1,1,1,1,B,C,71
20230102121924,N0002,72,79,82,99,1,1,1,1,A,A,93
20230102121436,Y0003,82,85,77,86,1,1,1,1,A,C,83
20230102121440,Y0003,90,98,93,96,1,1,1,1,A,C,87
20230102121444,Y0003,90,78,90,74,1,1,1,1,A,C,98
20230102121448,Y0003,100,96,82,71,1,1,1,1,B,C,84
20230102121452,Y0003,95,88,90,88,1,1,1,1,A,C,81
20230102121928,N0002,88,84,90,88,1,1,1,1,A,A,82
20230102121932,N0002,89,80,98,79,1,1,1,1,A,A,80
20230102121936,N0002,93,92,83,98,1,1,1,1,A,A,98
20230102120804,L0001,100,98,74,99,1,1,1,1,A,A,72
20230102121940,N0002,74,75,99,94,1,1,1,1,A,A,92
20230102121944,N0002,77,86,100,78,1,1,1,1,A,A,85
20230102121948,N0002,87,76,84,93,1,1,1,1,A,A,85
20230102121952,N0002,96,88,98,90,1,1,1,1,A,A,80
20230102120808,L0001,86,95,98,100,1,1,1,1,B,B,99
20230102121956,N0002,83,85,100,98,1,1,1,1,A,A,82
20230102121456,Y0003,83,92,83,83,1,1,1,1,A,C,95
20230102122000,N0002,95,78,97,96,1,1,1,1,B,A,80
20230102121500,Y0003,94,81,88,93,1,1,1,1,A,C,100
20230102121504,Y0003,97,80,74,78,1,1,1,1,A,C,95
20230102121508,Y0003,83,82,83,99,1,1,1,1,A,C,98
20230102121512,Y0003,85,99,84,93,1,1,1,1,A,C,97
20230102120812,L0001,82,88,96,99,1,1,1,1,B,A,96
20230102122004,N0002,83,89,72,89,1,1,1,1,A,A,86
20230102120816,L0001,90,80,98,83,1,1,1,1,B,A,80
20230102121516,Y0003,90,96,100,94,1,1,1,1,A,C,96
20230102120820,L0001,90,73,100,92,1,1,1,1,A,A,89
20230102120824,L0001,86,86,76,92,1,1,1,1,A,A,100
20230102120828,L0001,86,88,81,96,1,1,1,1,A,B,93
20230102121520,Y0003,80,92,76,99,1,1,1,1,A,C,97
20230102122008,N0002,91,93,92,91,1,1,1,1,A,B,91
20230102121524,Y0003,78,90,72,100,1,1,1,1,A,C,84
20230102120832,L0001,76,100,84,87,1,1,1,1,A,A,98
20230102121528,Y0003,73,86,86,94,1,1,1,1,A,C,90
20230102122012,N0002,92,71,90,92,1,1,1,1,A,A,91
20230102121532,Y0003,100,76,98,94,1,1,1,1,A,C,86
20230102121536,Y0003,73,98,86,88,1,1,1,1,A,C,80
20230102120836,L0001,94,78,83,89,1,1,1,1,A,A,98
20230102121540,Y0003,97,84,85,100,1,1,1,1,A,C,96
20230102120840,L0001,82,81,92,88,1,1,1,1,A,A,99
20230102120844,L0001,97,74,78,89,1,1,1,1,A,A,94
20230102120848,L0001,85,95,96,87,1,1,1,1,A,A,91
20230102120852,L0001,93,82,89,97,1,1,1,1,A,A,96
20230102122016,N0002,93,100,77,70,1,1,1,1,A,B,59
20230102121544,Y0003,71,87,72,70,1,1,1,1,A,C,52
20230102122020,N0002,81,99,88,97,1,1,1,1,A,A,97
20230102122024,N0002,87,99,79,80,1,1,1,1,B,A,99
